assembly_id,organism_name,is_fungi,match_method,genbank_group,assembly_level,genbank_assembly_accession,refseq_paired_assembly,genbank_organism_name
GCA_027943355.1,Dothideomycetes sp. NU200,Y,assembly_exact,fungi,Contig,GCA_027943355.1,na,Dothideomycetes sp. NU200
GCA_028011355.1,Lentinula aciculospora,Y,assembly_exact,fungi,Contig,GCA_028011355.1,na,Lentinula aciculospora
GCA_030062975.1,Pichia kluyveri,Y,assembly_exact,fungi,Chromosome,GCA_030062975.1,na,Pichia kluyveri
GCA_030180035.1,Pseudogymnoascus sp. SDFLT0511,Y,assembly_exact,fungi,Contig,GCA_030180035.1,na,Pseudogymnoascus sp. SDFLT0511
GCA_030449045.1,Isabelozyma pseudorhagii,Y,assembly_exact,fungi,Scaffold,GCA_030449045.1,na,Isabelozyma pseudorhagii
GCA_030463045.1,Geotrichum macrosporum,Y,assembly_exact,fungi,Scaffold,GCA_030463045.1,na,Geotrichum macrosporum
GCA_030556275.1,Lipomyces sp. NRRL Y-27488,Y,assembly_exact,fungi,Scaffold,GCA_030556275.1,na,Lipomyces sp. NRRL Y-27488
GCA_030561785.1,[Candida] ortonii,Y,assembly_exact,fungi,Scaffold,GCA_030561785.1,na,Ogataea ortonii
GCA_030562185.1,Lachancea sp. yHQL494,Y,assembly_exact,fungi,Scaffold,GCA_030562185.1,na,Lachancea sp. yHQL494
GCA_030563825.1,Australozyma nongkhaiensis,Y,assembly_exact,fungi,Scaffold,GCA_030563825.1,na,Australozyma nongkhaiensis
GCA_030566815.1,Sungouiella suratensis,Y,assembly_exact,fungi,Scaffold,GCA_030566815.1,na,Sungouiella suratensis
GCA_030573455.1,Hanseniaspora pseudoguilliermondii,Y,assembly_exact,fungi,Scaffold,GCA_030573455.1,na,Hanseniaspora pseudoguilliermondii
GCA_030574295.1,Kodamaea arcana,Y,assembly_exact,fungi,Scaffold,GCA_030574295.1,na,Kodamaea arcana
GCA_030579575.1,Sporopachydermia lactativora,Y,assembly_exact,fungi,Scaffold,GCA_030579575.1,na,Sporopachydermia lactativora
GCA_030581935.1,Metschnikowia corniflorae,Y,assembly_exact,fungi,Scaffold,GCA_030581935.1,na,Metschnikowia corniflorae
GCA_033675105.1,Podospora appendiculata,Y,assembly_exact,fungi,Contig,GCA_033675105.1,na,Podospora appendiculata
GCA_037014335.1,Collybia sordida,Y,assembly_exact,fungi,Contig,GCA_037014335.1,na,Collybia sordida
GCA_037289395.1,Beauveria scarabaeidicola,Y,assembly_exact,fungi,Scaffold,GCA_037289395.1,na,Beauveria scarabaeidicola
GCA_037414295.1,Penicillium sp. F2(2024),Y,assembly_exact,fungi,Contig,GCA_037414295.1,na,Penicillium sp. F2(2024)
GCA_037952655.1,Hymenoscyphus sp. LP001,Y,assembly_exact,fungi,Scaffold,GCA_037952655.1,na,Hymenoscyphus sp. LP001
GCA_038090095.1,Zangia roseola,Y,assembly_exact,fungi,Scaffold,GCA_038090095.1,na,Zangia roseola
GCA_038090975.1,Boletellus pseudochrysenteroides,Y,assembly_exact,fungi,Scaffold,GCA_038090975.1,na,Boletellus pseudochrysenteroides
GCF_000988165.1,Vairimorpha ceranae,Y,assembly_exact,fungi,Contig,GCA_000988165.1,GCF_000988165.1,Vairimorpha ceranae
GCF_001329695.1,Rhodotorula graminis,Y,assembly_exact,fungi,Scaffold,GCA_001329695.1,GCF_001329695.1,Rhodotorula graminis WP1
GCF_001642055.1,Alternaria alternata,Y,assembly_exact,fungi,Scaffold,GCA_001642055.1,GCF_001642055.1,Alternaria alternata
GCF_009176365.1,Aspergillus alliaceus,Y,assembly_exact,fungi,Scaffold,GCA_009176365.1,GCF_009176365.1,Aspergillus alliaceus
GCF_022578515.1,Annulohypoxylon truncatum,Y,assembly_exact,fungi,Scaffold,GCA_022578515.1,GCF_022578515.1,Annulohypoxylon truncatum
GCF_025766255.1,Zychaea mexicana,Y,assembly_exact,fungi,Contig,GCA_025766255.1,GCF_025766255.1,Zychaea mexicana
GCF_028829775.1,Penicillium samsonianum,Y,assembly_exact,fungi,Contig,GCA_028829775.1,GCF_028829775.1,Penicillium samsonianum
GCF_030411735.1,Phialemonium atrogriseum,Y,assembly_exact,fungi,Scaffold,GCA_030411735.1,GCF_030411735.1,Phialemonium atrogriseum
GCF_036370985.1,Arxiozyma heterogenica,Y,assembly_exact,fungi,Contig,GCA_036370985.1,GCF_036370985.1,Arxiozyma heterogenica
GCA_000300575.2,Agaricus bisporus,Y,assembly_exact,fungi,Chromosome,GCA_000300575.2,na,Agaricus bisporus var. bisporus H97
GCA_000934395.1,Fistulina hepatica,Y,assembly_exact,fungi,Scaffold,GCA_000934395.1,na,Fistulina hepatica ATCC 64428
GCA_001749795.1,Hanseniaspora opuntiae,Y,assembly_exact,fungi,Scaffold,GCA_001749795.1,na,Hanseniaspora opuntiae
GCA_002157035.1,Melampsora medusae,Y,assembly_exact,fungi,Scaffold,GCA_002157035.1,na,Melampsora medusae f. sp. deltoidis
GCA_002370145.1,[Candida] ipomoeae,Y,assembly_exact,fungi,Scaffold,GCA_002370145.1,na,[Candida] ipomoeae
GCA_003314065.1,Lactarius sp. MG50,Y,assembly_exact,fungi,Scaffold,GCA_003314065.1,na,Lactarius sp. MG50
GCA_003611235.1,Golovinomyces cichoracearum,Y,assembly_exact,fungi,Scaffold,GCA_003611235.1,na,Golovinomyces cichoracearum
GCA_003706365.1,Citeromyces siamensis,Y,assembly_exact,fungi,Scaffold,GCA_003706365.1,na,Citeromyces siamensis
GCA_004217705.1,Metschnikowia aff. pulcherrima,Y,assembly_exact,fungi,Complete Genome,GCA_004217705.1,na,Metschnikowia aff. pulcherrima
GCA_013372555.1,Elsinoe arachidis,Y,assembly_exact,fungi,Contig,GCA_013372555.1,na,Elsinoe arachidis
GCA_014705045.1,Colletotrichum theobromicola,Y,assembly_exact,fungi,Scaffold,GCA_014705045.1,na,Colletotrichum theobromicola
GCA_014899095.1,Fusarium buxicola,Y,assembly_exact,fungi,Scaffold,GCA_014899095.1,na,Fusarium buxicola
GCA_015502455.1,Mortierella sp. AM989,Y,assembly_exact,fungi,Scaffold,GCA_015502455.1,na,Mortierella sp. AM989
GCA_015679535.1,Podila horticola,Y,assembly_exact,fungi,Scaffold,GCA_015679535.1,na,Podila horticola
GCA_017354895.1,Podospora comata,Y,assembly_exact,fungi,Chromosome,GCA_017354895.1,na,Podospora comata
GCA_019857685.1,Papiliotrema terrestris,Y,assembly_exact,fungi,Scaffold,GCA_019857685.1,na,Papiliotrema terrestris
GCA_019914985.1,Auriscalpium microsporum,Y,assembly_exact,fungi,Contig,GCA_019914985.1,na,Auriscalpium microsporum
GCA_019925625.1,Graphilbum ipis-grandicollis,Y,assembly_exact,fungi,Scaffold,GCA_019925625.1,na,Graphilbum ipis-grandicollis
GCA_020736525.1,Chaetomium sp. MPI-CAGE-AT-0009,Y,assembly_exact,fungi,Contig,GCA_020736525.1,na,Chaetomium sp. MPI-CAGE-AT-0009
GCA_021437015.1,Aspergillus jensenii,Y,assembly_exact,fungi,Contig,GCA_021437015.1,na,Aspergillus jensenii
GCA_021527775.1,Lactarius sanguifluus,Y,assembly_exact,fungi,Contig,GCA_021527775.1,na,Lactarius sanguifluus
GCA_022376555.1,Russula compacta,Y,assembly_exact,fungi,Contig,GCA_022376555.1,na,Russula compacta
GCA_022432375.1,Nemania sp. FL0031,Y,assembly_exact,fungi,Contig,GCA_022432375.1,na,Nemania sp. FL0031
GCA_022496965.1,Annulohypoxylon nitens,Y,assembly_exact,fungi,Scaffold,GCA_022496965.1,na,Annulohypoxylon nitens
GCA_022609375.1,Xenosphaeropsis pyriputrescens,Y,assembly_exact,fungi,Scaffold,GCA_022609375.1,na,Xenosphaeropsis pyriputrescens
GCA_022695765.1,Annulohypoxylon moriforme,Y,assembly_exact,fungi,Scaffold,GCA_022695765.1,na,Annulohypoxylon moriforme
GCA_023624935.1,Aspergillus sp. PA3604,Y,assembly_exact,fungi,Scaffold,GCA_023624935.1,na,Aspergillus sp. PA3604
GCA_023629255.1,Pichia sp. PB3310,Y,assembly_exact,fungi,Scaffold,GCA_023629255.1,na,Pichia sp. PB3310
GCA_025201725.1,Chytriomyces sp. MP71,Y,assembly_exact,fungi,Scaffold,GCA_025201725.1,na,Chytriomyces sp. MP71
GCA_025738555.1,Cyathus striatus,Y,assembly_exact,fungi,Contig,GCA_025738555.1,na,Cyathus striatus
GCA_027475525.1,Macrolepiota albuminosa,Y,assembly_exact,fungi,Scaffold,GCA_027475525.1,na,Macrolepiota albuminosa
GCA_027569225.1,Aspergillus panamensis,Y,assembly_exact,fungi,Contig,GCA_027569225.1,na,Aspergillus panamensis
GCA_028638325.1,Xylariaceae sp. Mn153,Y,assembly_exact,fungi,Scaffold,GCA_028638325.1,na,Xylariaceae sp. Mn153
GCA_029542945.1,Malassezia obtusa,Y,assembly_exact,fungi,Complete Genome,GCA_029542945.1,na,Malassezia obtusa
GCA_030564725.1,[Candida] sophiae-reginae,Y,assembly_exact,fungi,Scaffold,GCA_030564725.1,na,Chernovozyma sophiae-reginae
GCA_030571375.1,Botryozyma mucatilis,Y,assembly_exact,fungi,Scaffold,GCA_030571375.1,na,Botryozyma mucatilis
GCA_030580315.1,Yueomyces sp. yHKB289,Y,assembly_exact,fungi,Scaffold,GCA_030580315.1,na,Yueomyces sp. yHKB289
GCA_030583255.1,Metschnikowia kunwiensis,Y,assembly_exact,fungi,Scaffold,GCA_030583255.1,na,Metschnikowia kunwiensis
GCA_031081885.1,Priceomyces melissophilus,Y,assembly_exact,fungi,Scaffold,GCA_031081885.1,na,Priceomyces melissophilus
GCA_031124825.1,Saccharomycopsis vini,Y,assembly_exact,fungi,Scaffold,GCA_031124825.1,na,Saccharomycopsis vini
GCA_033119265.1,Coniosporium uncinatum,Y,assembly_exact,fungi,Contig,GCA_033119265.1,na,Coniosporium uncinatum
GCA_037074945.1,Tetracladium marchalianum,Y,assembly_versionless,fungi,Contig,GCA_037074945.2,na,Tetracladium marchalianum
GCA_037356035.1,Xylaria sp. Z50,Y,assembly_exact,fungi,Contig,GCA_037356035.1,na,Xylaria sp. Z50
GCA_038363915.1,Apiospora saccharicola,Y,assembly_exact,fungi,Contig,GCA_038363915.1,na,Apiospora saccharicola
GCA_900518985.1,Yarrowia alimentaria,Y,name_exact,fungi,,,,Yarrowia alimentaria
GCA_949129085.1,Zygosaccharomyces pseudobailii,Y,name_exact,fungi,,,,Zygosaccharomyces pseudobailii
GCF_000151145.1,Microsporum canis,Y,assembly_exact,fungi,Scaffold,GCA_000151145.1,GCF_000151145.1,Microsporum canis CBS 113480
GCF_006535985.1,Synchytrium microbalum,Y,assembly_exact,fungi,Scaffold,GCA_006535985.1,GCF_006535985.1,Synchytrium microbalum
GCF_011947395.1,Colletotrichum karsti,Y,assembly_exact,fungi,Scaffold,GCA_011947395.2,GCF_011947395.1,Colletotrichum karsti
GCF_019049425.1,Scheffersomyces spartinae,Y,assembly_exact,fungi,Contig,GCA_019049425.1,GCF_019049425.1,Lizanozyma spartinae
GCA_000750995.1,Pseudogymnoascus sp. VKM F-4520 (FW-2644),Y,assembly_exact,fungi,Contig,GCA_000750995.1,na,Pseudogymnoascus sp. VKM F-4520 (FW-2644)
GCA_001305275.1,Talaromyces verruculosus,Y,assembly_exact,fungi,Scaffold,GCA_001305275.1,na,Talaromyces verruculosus
GCA_001691785.3,Amanita brunnescens,Y,assembly_exact,fungi,Scaffold,GCA_001691785.3,na,Amanita brunnescens Koide BX004
GCA_001887945.1,Spraguea lophii,Y,assembly_exact,fungi,Contig,GCA_001887945.1,na,Spraguea lophii
GCA_002104935.1,Hesseltinella vesiculosa,Y,assembly_exact,fungi,Contig,GCA_002104935.1,na,Hesseltinella vesiculosa
GCA_002980475.2,Fusarium beomiforme,Y,assembly_exact,fungi,Scaffold,GCA_002980475.2,na,Fusarium beomiforme
GCA_003705115.2,Ogataea henricii,Y,assembly_exact,fungi,Scaffold,GCA_003705115.2,na,Ogataea henricii
GCA_003706035.2,Peterozyma xylosa,Y,assembly_exact,fungi,Scaffold,GCA_003706035.2,na,Peterozyma xylosa
GCA_003707405.2,[Candida] schatavii,Y,assembly_exact,fungi,Scaffold,GCA_003707405.2,na,Dujonia schatavii
GCA_003707925.3,Zygoascus ofunaensis,Y,assembly_exact,fungi,Scaffold,GCA_003707925.3,na,Daia ofunaensis
GCA_007388105.1,Coniochaeta prunicola,Y,assembly_exact,fungi,Scaffold,GCA_007388105.1,na,Coniochaeta prunicola
GCA_011750695.1,Penicillium sp. OUCMDZ-019,Y,assembly_exact,fungi,Scaffold,GCA_011750695.1,na,Penicillium sp. OUCMDZ-019
GCA_012978555.1,Fusarium drepaniforme,Y,assembly_exact,fungi,Scaffold,GCA_012978555.1,na,Fusarium drepaniforme
GCA_013368315.1,Tetrapyrgos nigripes,Y,assembly_exact,fungi,Contig,GCA_013368315.1,na,Tetrapyrgos nigripes
GCA_013407065.1,Morchella sp. a71,Y,assembly_exact,fungi,Scaffold,GCA_013407065.1,na,Morchella sp. a71
GCA_014905825.1,Lyophyllum atratum,Y,assembly_exact,fungi,Contig,GCA_014905825.1,na,Lyophyllum atratum
GCA_015039395.1,Ceratobasidium sp. AG-I,Y,assembly_exact,fungi,Scaffold,GCA_015039395.1,na,Ceratobasidium sp. AG-I
GCA_015178995.1,Trichophaea hybrida,Y,assembly_exact,fungi,Contig,GCA_015178995.1,na,Trichophaea hybrida
GCA_017607575.1,Termitomyces sp. Mn162,Y,assembly_exact,fungi,Scaffold,GCA_017607575.1,na,Termitomyces sp. Mn162
GCA_017871115.1,Cunninghamella blakesleeana,Y,assembly_exact,fungi,Contig,GCA_017871115.1,na,Cunninghamella blakesleeana
GCA_020726465.1,Chaetomium tenue,Y,assembly_exact,fungi,Contig,GCA_020726465.1,GCF_020726465.1,Chaetomium tenue
GCA_021030905.1,Pyrenula massariospora,Y,assembly_exact,fungi,Scaffold,GCA_021030905.1,na,Pyrenula massariospora
GCA_022497145.1,Rostrohypoxylon terebratum,Y,assembly_exact,fungi,Scaffold,GCA_022497145.1,na,Rostrohypoxylon terebratum
GCA_022578795.1,Xylariaceae sp. FL0255,Y,assembly_exact,fungi,Scaffold,GCA_022578795.1,na,Xylariaceae sp. FL0255
GCA_022641835.1,Cyberlindnera fabianii,Y,assembly_exact,fungi,Complete Genome,GCA_022641835.1,na,Petasospora fabianii
GCA_023087385.1,Diplodia sapinea,Y,assembly_exact,fungi,Scaffold,GCA_023087385.1,na,Diplodia sapinea
GCA_023677585.1,Meredithiella fracta,Y,assembly_exact,fungi,Contig,GCA_023677585.1,na,Meredithiella fracta
GCA_024140565.1,Backusella australiensis,Y,assembly_exact,fungi,Scaffold,GCA_024140565.1,na,Backusella australiensis
GCA_024516145.1,Pyronema domesticum,Y,assembly_exact,fungi,Contig,GCA_024516145.1,na,Pyronema domesticum
GCA_025327155.1,Colletotrichum sp. SAR 10_75,Y,assembly_exact,fungi,Scaffold,GCA_025327155.1,na,Colletotrichum sp. SAR 10_75
GCA_025677805.1,Umbelopsis sp. AD052,Y,assembly_exact,fungi,Contig,GCA_025677805.1,na,Umbelopsis sp. AD052
GCA_027578295.1,Coemansia sp. RSA 2336,Y,assembly_exact,fungi,Scaffold,GCA_027578295.1,na,Coemansia sp. RSA 2336
GCA_027595825.1,Coemansia biformis,Y,assembly_exact,fungi,Contig,GCA_027595825.1,na,Coemansia biformis
GCA_027627405.1,Leucocoprinus birnbaumii,Y,assembly_exact,fungi,Scaffold,GCA_027627405.1,na,Leucocoprinus birnbaumii
GCA_029378255.1,Mycena rosella,Y,assembly_exact,fungi,Contig,GCA_029378255.1,na,Mycena rosella
GCA_030556875.1,Zygoascus biomembranicola,Y,assembly_exact,fungi,Scaffold,GCA_030556875.1,na,Zygoascus biomembranicola
GCA_030558095.1,Teunomyces funiuensis,Y,assembly_exact,fungi,Contig,GCA_030558095.1,na,Teunomyces funiuensis
GCA_030570875.1,Citeromyces matritensis,Y,assembly_exact,fungi,Scaffold,GCA_030570875.1,na,Citeromyces matritensis
GCA_030574155.1,[Candida] insectalens,Y,assembly_exact,fungi,Scaffold,GCA_030574155.1,na,Xiuguozyma insectalens
GCA_030575035.1,Suhomyces vadensis,Y,assembly_exact,fungi,Scaffold,GCA_030575035.1,na,Suhomyces vadensis
GCA_030581995.1,Wickerhamomyces sp. NRRL YB-2243,Y,assembly_exact,fungi,Scaffold,GCA_030581995.1,na,Wickerhamomyces sp. NRRL YB-2243
GCA_030582535.1,Candida bohioensis,Y,assembly_exact,fungi,Scaffold,GCA_030582535.1,na,Insectozyma bohioensis
GCA_030582755.1,Wickerhamiella galacta,Y,assembly_exact,fungi,Scaffold,GCA_030582755.1,na,Wickerhamiella galacta
GCA_030914405.1,Beauveria sp. AdecLV25a,Y,assembly_exact,fungi,Contig,GCA_030914405.1,na,Beauveria sp. AdecLV25a
GCA_033439405.1,Fusarium sp. NFCCI 5145,Y,assembly_exact,fungi,Scaffold,GCA_033439405.1,na,Fusarium sp. NFCCI 5145
GCA_034423695.1,Penicillium polonicum,Y,assembly_exact,fungi,Chromosome,GCA_034423695.1,na,Penicillium polonicum
GCA_038089935.1,Boletellus emodensis,Y,assembly_exact,fungi,Scaffold,GCA_038089935.1,na,Boletellus emodensis
GCA_038090475.1,Wakefieldia striispora,Y,assembly_exact,fungi,Scaffold,GCA_038090475.1,na,Wakefieldia striispora
GCA_038092635.1,Xerocomus ferrugineus,Y,assembly_exact,fungi,Scaffold,GCA_038092635.1,na,Xerocomus ferrugineus
GCF_000002515.2,Kluyveromyces lactis,Y,assembly_exact,fungi,Complete Genome,GCA_000002515.1,GCF_000002515.2,Kluyveromyces lactis
GCF_000218685.1,Serpula lacrymans,Y,assembly_exact,fungi,Scaffold,GCA_000218685.1,GCF_000218685.1,Serpula lacrymans var. lacrymans S7.9
GCF_000738915.1,Nematocida ausubeli,Y,assembly_exact,fungi,Scaffold,GCA_000738915.1,GCF_000738915.1,Nematocida ausubeli
GCF_000820605.1,Sporothrix brasiliensis,Y,assembly_exact,fungi,Contig,GCA_000820605.1,GCF_000820605.1,Sporothrix brasiliensis 5110
GCF_000835505.1,Exophiala xenobiotica,Y,assembly_exact,fungi,Scaffold,GCA_000835505.1,GCF_000835505.1,Exophiala xenobiotica
GCF_004337985.1,Pyricularia pennisetigena,Y,assembly_exact,fungi,Chromosome,GCA_004337985.1,GCF_004337985.1,Pyricularia pennisetigena
GCF_010015735.1,Aaosphaeria arxii,Y,assembly_exact,fungi,Scaffold,GCA_010015735.1,GCF_010015735.1,Aaosphaeria arxii CBS 175.79
GCF_018404265.1,Aspergillus viridinutans,Y,assembly_exact,fungi,Scaffold,GCA_018404265.1,GCF_018404265.1,Aspergillus viridinutans
GCA_000315935.1,Thermomyces lanuginosus,Y,assembly_exact,fungi,Contig,GCA_000315935.1,na,Thermomyces lanuginosus SSBP
GCA_001600355.1,Meira nashicola,Y,assembly_exact,fungi,Scaffold,GCA_001600355.1,na,Meira nashicola
GCA_001632355.1,Sistotremastrum suecicum,Y,assembly_exact,fungi,Scaffold,GCA_001632355.1,na,Sistotremastrum suecicum HHB10207 ss-3
GCA_001661245.1,Pachysolen tannophilus,Y,assembly_exact,fungi,Scaffold,GCA_001661245.1,na,Pachysolen tannophilus NRRL Y-2460
GCA_001910725.1,Phanerodontia chrysosporium,Y,assembly_exact,fungi,Contig,GCA_001910725.1,na,Phanerodontia chrysosporium
GCA_002094185.1,Spathaspora boniae,Y,assembly_exact,fungi,Contig,GCA_002094185.1,na,Zhuliangozyma boniae
GCA_002162555.1,Monilinia aucupariae,Y,assembly_exact,fungi,Scaffold,GCA_002162555.1,na,Monilinia aucupariae
GCA_003314615.1,Pholiota microspora,Y,assembly_exact,fungi,Scaffold,GCA_003314615.1,na,Pholiota microspora
GCA_003610855.1,Erysiphe neolycopersici,Y,assembly_exact,fungi,Scaffold,GCA_003610855.1,na,Erysiphe neolycopersici
GCA_003614755.1,Syncephalis pseudoplumigaleata,Y,assembly_exact,fungi,Scaffold,GCA_003614755.1,na,Syncephalis pseudoplumigaleata
GCA_003708405.2,Candidozyma heveicola,Y,assembly_exact,fungi,Scaffold,GCA_003708405.2,na,Candidozyma heveicola
GCA_004335155.1,Ascochyta viciae,Y,assembly_exact,fungi,Contig,GCA_004335155.1,na,Ascochyta viciae
GCA_004802705.1,Bondarzewia mesenterica,Y,assembly_exact,fungi,Scaffold,GCA_004802705.1,na,Bondarzewia mesenterica
GCA_009192285.1,Morchella semilibera,Y,assembly_exact,fungi,Chromosome,GCA_009192285.1,na,Morchella semilibera
GCA_009733715.1,Herpomyces periplanetae,Y,assembly_exact,fungi,Scaffold,GCA_009733715.1,na,Herpomyces periplanetae
GCA_016098035.1,Mortierella sp. GBA30,Y,assembly_exact,fungi,Scaffold,GCA_016098035.1,na,Mortierella sp. GBA30
GCA_018343995.1,Wickerhamomyces sp. UFMG-CM-Y6624,Y,assembly_exact,fungi,Scaffold,GCA_018343995.1,na,Wickerhamomyces sp. UFMG-CM-Y6624
GCA_018360045.1,Claviceps capensis,Y,assembly_exact,fungi,Contig,GCA_018360045.1,na,Claviceps capensis
GCA_019775845.1,Myrmaecium sp. VS I D KN 1,Y,assembly_exact,fungi,Scaffold,GCA_019775845.1,na,Myrmaecium sp. VS I D KN 1
GCA_021396375.1,Sporothrix mexicana,Y,assembly_exact,fungi,Scaffold,GCA_021396375.1,na,Sporothrix mexicana
GCA_022578815.1,Xylariaceae sp. FL0016,Y,assembly_exact,fungi,Scaffold,GCA_022578815.1,na,Xylariaceae sp. FL0016
GCA_022702545.1,Phycomyces nitens,Y,assembly_exact,fungi,Contig,GCA_022702545.1,na,Phycomyces nitens
GCA_023273805.1,Exobasidium cylindrosporum,Y,assembly_exact,fungi,Complete Genome,GCA_023273805.1,na,Exobasidium cylindrosporum
GCA_024114885.1,Septoria linicola,Y,assembly_exact,fungi,Complete Genome,GCA_024114885.1,na,Septoria linicola
GCA_024195585.1,Aureobasidium sp. EXF-3400,Y,assembly_exact,fungi,Contig,GCA_024195585.1,na,Aureobasidium sp. EXF-3400
GCA_025201705.1,Dissophora ornata,Y,assembly_exact,fungi,Scaffold,GCA_025201705.1,na,Dissophora ornata
GCA_025528865.1,Pilobolus umbonatus,Y,assembly_exact,fungi,Contig,GCA_025528865.1,na,Pilobolus umbonatus
GCA_026770245.1,Clarireedia aff. paspali H2,Y,assembly_exact,fungi,Contig,GCA_026770245.1,na,Clarireedia aff. paspali H2
GCA_028220655.1,Shiraia bambusicola,Y,assembly_exact,fungi,Scaffold,GCA_028220655.1,na,Shiraia bambusicola
GCA_028551335.1,Armillaria sp. CMW 4456,Y,assembly_exact,fungi,Contig,GCA_028551335.1,na,Armillaria sp. CMW 4456
GCA_029531795.1,Sclerotinia nivalis,Y,assembly_exact,fungi,Contig,GCA_029531795.1,na,Sclerotinia nivalis
GCA_030378425.1,Periconia sp. TS-2,Y,assembly_exact,fungi,Scaffold,GCA_030378425.1,na,Periconia sp. TS-2
GCA_030512285.1,Cercophora newfieldiana,Y,assembly_exact,fungi,Contig,GCA_030512285.1,na,Cercophora newfieldiana
GCA_030563245.1,Wickerhamiella azymoides,Y,assembly_exact,fungi,Scaffold,GCA_030563245.1,na,Wickerhamiella azymoides
GCA_030565755.1,Ascobotryozyma cognata,Y,assembly_exact,fungi,Scaffold,GCA_030565755.1,na,Ascobotryozyma cognata
GCA_030567815.1,[Candida] piceae,Y,assembly_exact,fungi,Scaffold,GCA_030567815.1,na,Ogataea piceae
GCA_030579815.1,Sugiyamaella smithiae,Y,assembly_exact,fungi,Scaffold,GCA_030579815.1,na,Sugiyamaella smithiae
GCA_030581575.1,Teunomyces aglyptinius,Y,assembly_exact,fungi,Scaffold,GCA_030581575.1,na,Teunomyces aglyptinius
GCA_030779685.1,Cordyceps farinosa,Y,assembly_exact,fungi,Contig,GCA_030779685.1,na,Cordyceps farinosa
GCA_031001725.1,Pseudopyricularia javanii,Y,assembly_exact,fungi,Scaffold,GCA_031001725.1,na,Pseudopyricularia javanii
GCA_037042295.1,Irpex sp. Y119-03,Y,assembly_exact,fungi,Scaffold,GCA_037042295.1,na,Irpex sp. Y119-03
GCA_037576055.1,Fusarium sp. M6JPR69,Y,assembly_exact,fungi,Scaffold,GCA_037576055.1,na,Fusarium sp. M6JPR69
GCA_038092315.1,Leccinum ambiguum,Y,assembly_exact,fungi,Scaffold,GCA_038092315.1,na,Leccinum ambiguum
GCA_038092335.1,Boletus vinaceobasis,Y,assembly_exact,fungi,Scaffold,GCA_038092335.1,na,Boletus vinaceobasis
GCA_039880865.1,Aspergillus proliferans,Y,assembly_exact,fungi,Scaffold,GCA_039880865.1,na,Aspergillus proliferans
GCF_000315875.1,Candida orthopsilosis,Y,assembly_exact,fungi,Chromosome,GCA_000315875.1,GCF_000315875.1,Lodderomyces orthopsilosis Co 90-125
GCF_000354255.1,Bipolaris maydis,Y,assembly_exact,fungi,Scaffold,GCA_000354255.1,GCF_000354255.1,Bipolaris maydis ATCC 48331
GCF_001477535.1,Pneumocystis jirovecii,Y,assembly_exact,fungi,Contig,GCA_001477535.1,GCF_001477535.1,Pneumocystis jirovecii RU7
GCF_003144245.1,Jaminaea rosea,Y,assembly_exact,fungi,Scaffold,GCA_003144245.1,GCF_003144245.1,Jaminaea rosea
GCF_009193645.1,Aspergillus pseudonomiae,Y,assembly_exact,fungi,Scaffold,GCA_009193645.1,GCF_009193645.1,Aspergillus pseudonomiae
GCF_010015815.1,Dothidotthia symphoricarpi,Y,assembly_exact,fungi,Scaffold,GCA_010015815.1,GCF_010015815.1,Dothidotthia symphoricarpi CBS 119687
GCF_018924745.1,Marasmius oreades,Y,assembly_exact,fungi,Chromosome,GCA_018924745.1,GCF_018924745.1,Marasmius oreades
GCF_020726525.1,Truncatella angustata,Y,assembly_exact,fungi,Contig,GCA_020726525.1,GCF_020726525.1,Truncatella angustata
GCF_024043175.1,Alternaria infectoria,Y,assembly_exact,fungi,Scaffold,GCA_024043175.1,GCF_024043175.1,Alternaria infectoria
GCA_000517465.1,Moesziomyces aphidis,Y,assembly_exact,fungi,Scaffold,GCA_000517465.1,na,Moesziomyces aphidis
GCA_000750665.1,Pseudogymnoascus sp. VKM F-3557,Y,assembly_exact,fungi,Contig,GCA_000750665.1,na,Pseudogymnoascus sp. VKM F-3557
GCA_001689995.1,Tilletia indica,Y,assembly_exact,fungi,Scaffold,GCA_001689995.1,na,Tilletia indica
GCA_003184635.1,Aspergillus sclerotiicarbonarius,Y,assembly_exact,fungi,Scaffold,GCA_003184635.1,na,Aspergillus sclerotiicarbonarius CBS 121057
GCA_003385265.1,Neonectria hederae,Y,assembly_exact,fungi,Scaffold,GCA_003385265.1,na,Neonectria hederae
GCA_003707275.3,Kregervanrija fluxuum,Y,assembly_exact,fungi,Scaffold,GCA_003707275.3,na,Kregervanrija fluxuum
GCA_003709265.2,Grigorovia yakushimaensis,Y,assembly_exact,fungi,Scaffold,GCA_003709265.2,na,Grigorovia yakushimaensis
GCA_007674295.1,Antonospora locustae,Y,assembly_exact,fungi,Chromosome,GCA_007674295.1,na,Antonospora locustae
GCA_009806235.1,Neurospora sp. CHS-2018c,Y,assembly_exact,fungi,Scaffold,GCA_009806235.1,na,Neurospora sp. CHS-2018c
GCA_010015605.1,Decorospora gaudefroyi,Y,assembly_exact,fungi,Scaffold,GCA_010015605.1,na,Decorospora gaudefroyi
GCA_014706385.1,Phaffia rhodozyma,Y,assembly_exact,fungi,Contig,GCA_014706385.1,na,Phaffia rhodozyma
GCA_015502465.1,Mortierella sp. 14UC,Y,assembly_exact,fungi,Scaffold,GCA_015502465.1,na,Mortierella sp. 14UC
